"ï..Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Public.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.yiku","checkpoint.gn26","randomiser.2vg5","Randomise.questionnaire.elements.","Question.Key","Response"
"14",1647697554349,"19/03/2022 13:45:54",1647697554053,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12",0
"15",1647697554349,"19/03/2022 13:45:54",1647697554053,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13",0
"16",1647697554349,"19/03/2022 13:45:54",1647697554053,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0-quantised",9
"17",1647697554349,"19/03/2022 13:45:54",1647697554053,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1-quantised",6
"18",1647697554349,"19/03/2022 13:45:54",1647697554053,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2-quantised",4
"19",1647697554349,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3-quantised",3
"20",1647697554349,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4-quantised",3
"21",1647697554349,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5-quantised",2
"22",1647697554349,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6-quantised",2
"23",1647697554415,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7-quantised",1
"24",1647697554415,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8-quantised",1
"25",1647697554415,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9-quantised",1
"26",1647697554415,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10-quantised",7
"27",1647697554415,"19/03/2022 13:45:54",1647697554054,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11-quantised",2
"28",1647697554415,"19/03/2022 13:45:54",1647697554055,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12-quantised",1
"29",1647697554415,"19/03/2022 13:45:54",1647697554055,1,"19/03/2022 14:45:54",73265,15,"questionnaire-krgc",NA,20556812,"BLIND",6094733,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.3","Safari 13.0.5","1280x800","1277x673","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13-quantised",1
"2",1647460361549,"16/03/2022 19:52:41",1647460361181,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0",7
"3",1647460361638,"16/03/2022 19:52:41",1647460361184,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1",4
"4",1647460361638,"16/03/2022 19:52:41",1647460361185,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2",2
"5",1647460361638,"16/03/2022 19:52:41",1647460361186,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3",2
"6",1647460361638,"16/03/2022 19:52:41",1647460361186,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4",5
"7",1647460361638,"16/03/2022 19:52:41",1647460361186,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5",4
"8",1647460361638,"16/03/2022 19:52:41",1647460361186,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6",2
"9",1647460361638,"16/03/2022 19:52:41",1647460361187,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7",2
"10",1647460361638,"16/03/2022 19:52:41",1647460361187,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8",4
"11",1647460361638,"16/03/2022 19:52:41",1647460361187,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9",2
"12",1647460361638,"16/03/2022 19:52:41",1647460361188,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10",3
"13",1647460361638,"16/03/2022 19:52:41",1647460361188,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11",1
"14",1647460361638,"16/03/2022 19:52:41",1647460361189,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12",4
"15",1647460361638,"16/03/2022 19:52:41",1647460361189,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13",3
"16",1647460361638,"16/03/2022 19:52:41",1647460361191,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0-quantised",8
"17",1647460361638,"16/03/2022 19:52:41",1647460361191,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1-quantised",5
"18",1647460361638,"16/03/2022 19:52:41",1647460361192,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2-quantised",3
"19",1647460361638,"16/03/2022 19:52:41",1647460361192,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3-quantised",3
"20",1647460361638,"16/03/2022 19:52:41",1647460361193,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4-quantised",6
"21",1647460361638,"16/03/2022 19:52:41",1647460361193,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5-quantised",5
"22",1647460361638,"16/03/2022 19:52:41",1647460361195,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6-quantised",3
"23",1647460361720,"16/03/2022 19:52:41",1647460361195,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7-quantised",3
"24",1647460361720,"16/03/2022 19:52:41",1647460361195,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","8-quantised",5
"25",1647460361720,"16/03/2022 19:52:41",1647460361196,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","9-quantised",3
"26",1647460361720,"16/03/2022 19:52:41",1647460361197,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","10-quantised",4
"27",1647460361720,"16/03/2022 19:52:41",1647460361198,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","11-quantised",2
"28",1647460361720,"16/03/2022 19:52:41",1647460361198,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","12-quantised",5
"29",1647460361720,"16/03/2022 19:52:41",1647460361199,1,"16/03/2022 20:52:41",73265,15,"questionnaire-krgc",NA,20470643,"BLIND",6070227,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Windows 10","Chrome 99.0.4844.51","1366x768","1349x657","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","13-quantised",4
"2",1647361731295,"15/03/2022 16:28:51",1647361731143,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","0",2
"3",1647361731383,"15/03/2022 16:28:51",1647361731145,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","1",7
"4",1647361731383,"15/03/2022 16:28:51",1647361731145,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","2",7
"5",1647361731383,"15/03/2022 16:28:51",1647361731145,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","3",7
"6",1647361731383,"15/03/2022 16:28:51",1647361731145,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","4",8
"7",1647361731383,"15/03/2022 16:28:51",1647361731145,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","5",5
"8",1647361731383,"15/03/2022 16:28:51",1647361731146,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","6",3
"9",1647361731383,"15/03/2022 16:28:51",1647361731146,1,"15/03/2022 17:28:51",73265,15,"questionnaire-krgc",NA,20411299,"BLIND",6054962,"Intro Experiment: General explanations","complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.2","1440x900","1440x820","Part 1 completed","VAS-f-1",2,"Part 1 completed",NA,"Accuracy_level_1","No","7",5
